collectedAt,content.data.employeeCount,content.entityName,recordType,schemaVersion,source.name,source.url
2026-08-12T11:58:35.199044+00:00,0,Sublime Black,STARTUP,1.0,Y Combinator,http://sublimeblack.com
2026-08-12T11:58:35.199063+00:00,15,Mars Auto,STARTUP,1.0,Y Combinator,https://marsauto.com
2026-08-12T11:58:35.199074+00:00,18,Allure Systems,STARTUP,1.0,Y Combinator,http://www.alluresystems.com/
2026-08-12T11:58:35.199124+00:00,10,Tailor-ED,STARTUP,1.0,Y Combinator,https://www.tailor-ed.com/
2026-08-12T11:58:35.199149+00:00,5,Cosmic,STARTUP,1.0,Y Combinator,https://www.cosmicjs.com
2026-08-12T11:58:35.199171+00:00,15,"OutRival, Inc.",STARTUP,1.0,Y Combinator,https://outrival.com/
2026-08-12T11:58:35.199183+00:00,20,1910,STARTUP,1.0,Y Combinator,http://1910.ai
2026-08-12T11:58:35.199214+00:00,40,rct AI,STARTUP,1.0,Y Combinator,http://rct.ai
2026-08-12T11:58:35.199346+00:00,7,Spiral Genetics,STARTUP,1.0,Y Combinator,http://www.spiralgenetics.com
2026-08-12T11:58:35.199399+00:00,3,Playground,STARTUP,1.0,Y Combinator,https://playground.com
2026-08-12T11:58:35.199461+00:00,4,Shiru,STARTUP,1.0,Y Combinator,https://www.shiru.com/
2026-08-12T11:58:35.199494+00:00,2,Figments,STARTUP,1.0,Y Combinator,https://plotdrive.com
2026-08-12T11:58:35.199514+00:00,2,Palifer,STARTUP,1.0,Y Combinator,https://www.palifer.com
2026-08-12T11:58:35.199546+00:00,8,Symplex,STARTUP,1.0,Y Combinator,https://www.ycombinator.com/companies/symplex
2026-08-12T11:58:35.199557+00:00,6,Kraftful,STARTUP,1.0,Y Combinator,http://www.kraftful.com/
2026-08-12T11:58:35.199579+00:00,3,Well Principled,STARTUP,1.0,Y Combinator,https://wellprincipled.com
2026-08-12T11:58:35.199651+00:00,120,Short Story,STARTUP,1.0,Y Combinator,https://shortstorybox.com
2026-08-12T11:58:35.199699+00:00,500,Pair Team,STARTUP,1.0,Y Combinator,https://pairteam.com/
2026-08-12T11:58:35.199768+00:00,400,TRM Labs,STARTUP,1.0,Y Combinator,https://trmlabs.com/
2026-08-12T11:58:35.199776+00:00,4,Soteris,STARTUP,1.0,Y Combinator,http://www.soteris.co
2026-08-12T11:58:35.199786+00:00,4,Lantern,STARTUP,1.0,Y Combinator,https://www.lantern.so
2026-08-12T11:58:35.199798+00:00,4,AudioFocus,STARTUP,1.0,Y Combinator,http://audiofocus.io
2026-08-12T11:58:35.199814+00:00,180,Prolific,STARTUP,1.0,Y Combinator,https://www.prolific.com
2026-08-12T11:58:35.199823+00:00,3,Dashblock,STARTUP,1.0,Y Combinator,https://dashblock.com
2026-08-12T11:58:35.199840+00:00,,GEn1E Lifesciences,STARTUP,1.0,Y Combinator,https://www.gen1e.com
2026-08-12T11:58:35.199866+00:00,62,Embrace,STARTUP,1.0,Y Combinator,https://embrace.io
2026-08-12T11:58:35.199878+00:00,35,Mindset Health,STARTUP,1.0,Y Combinator,https://www.mindsethealth.com
2026-08-12T11:58:35.199893+00:00,7,Yummy Future,STARTUP,1.0,Y Combinator,https://yummy-future.com
2026-08-12T11:58:35.199957+00:00,12,ZETA SURGICAL,STARTUP,1.0,Y Combinator,http://zetasurgical.com
2026-08-12T11:58:35.199970+00:00,4,Milo,STARTUP,1.0,Y Combinator,http://www.joinmilo.com
2026-08-12T11:58:35.200030+00:00,5,Downtobid,STARTUP,1.0,Y Combinator,https://downtobid.com
2026-08-12T11:58:35.200090+00:00,10,Rosebud AI,STARTUP,1.0,Y Combinator,http://rosebud.ai
2026-08-12T11:58:35.200125+00:00,20,Arpeggio Bio,STARTUP,1.0,Y Combinator,http://www.arpeggiobio.com
2026-08-12T11:58:35.200192+00:00,12,EARTH AI,STARTUP,1.0,Y Combinator,http://www.earth-ai.com
2026-08-12T11:58:35.200208+00:00,150,CoLab,STARTUP,1.0,Y Combinator,http://colabsoftware.com
2026-08-12T11:58:35.200250+00:00,10,Chaos Genius,STARTUP,1.0,Y Combinator,http://www.chaosgenius.io
2026-08-12T11:58:35.200289+00:00,2,Tensil,STARTUP,1.0,Y Combinator,https://www.tensil.ai
2026-08-12T11:58:35.200296+00:00,85,Vahan,STARTUP,1.0,Y Combinator,https://vahan.ai
2026-08-12T11:58:35.200322+00:00,6,Finlens,STARTUP,1.0,Y Combinator,https://finlens.app
2026-08-12T11:58:35.200361+00:00,15,Ramen VR,STARTUP,1.0,Y Combinator,https://ramenvr.com/
2026-08-12T11:58:35.200378+00:00,10,Demand Curve,STARTUP,1.0,Y Combinator,https://www.demandcurve.com
2026-08-12T11:58:35.200393+00:00,200,Hightouch,STARTUP,1.0,Y Combinator,https://hightouch.com/
2026-08-12T11:58:35.200425+00:00,37,PredictLeads,STARTUP,1.0,Y Combinator,https://predictleads.com
2026-08-12T11:58:35.200479+00:00,27,Tranqui Finanzas,STARTUP,1.0,Y Combinator,https://tranquifinanzas.com/
2026-08-12T11:58:35.200521+00:00,10,Traces,STARTUP,1.0,Y Combinator,https://www.traces.ai
2026-08-12T11:58:35.200542+00:00,55,zeroheight,STARTUP,1.0,Y Combinator,https://zeroheight.com
2026-08-12T11:58:35.200560+00:00,2,Flowbot,STARTUP,1.0,Y Combinator,https://www.getflowbot.com
2026-08-12T11:58:35.200598+00:00,0,Deepnote,STARTUP,1.0,Y Combinator,https://www.deepnote.com/
2026-08-12T11:58:35.200616+00:00,6,Meridian Industries,STARTUP,1.0,Y Combinator,https://mora.com
2026-08-12T11:58:35.200630+00:00,6,Taskade,STARTUP,1.0,Y Combinator,https://www.taskade.com
2026-08-12T11:58:35.200661+00:00,65,Motion,STARTUP,1.0,Y Combinator,https://www.usemotion.com/
2026-08-12T11:58:35.200689+00:00,19,GitStart,STARTUP,1.0,Y Combinator,https://www.gitstart.com
2026-08-12T11:58:35.200705+00:00,50,Vendr,STARTUP,1.0,Y Combinator,http://www.vendr.com
2026-08-12T11:58:35.200756+00:00,7,Flowglad,STARTUP,1.0,Y Combinator,https://flowglad.com
2026-08-12T11:58:35.200813+00:00,8,Phonic,STARTUP,1.0,Y Combinator,https://phonic.ai
2026-08-12T11:58:35.200849+00:00,14,Abalone Bio,STARTUP,1.0,Y Combinator,https://www.abalonebio.com
2026-08-12T11:58:35.200864+00:00,5,StratumAI,STARTUP,1.0,Y Combinator,https://www.stratum.ai
2026-08-12T11:58:35.200941+00:00,41,MindsDB,STARTUP,1.0,Y Combinator,https://www.mindsdb.com/
2026-08-12T11:58:35.200973+00:00,1,FitnessAI,STARTUP,1.0,Y Combinator,https://fitnessai.com
2026-08-12T11:58:35.201016+00:00,32,Segmed,STARTUP,1.0,Y Combinator,https://segmed.ai
2026-08-12T11:58:35.201030+00:00,24,Explo,STARTUP,1.0,Y Combinator,https://explo.co/
2026-08-12T11:58:35.201048+00:00,10,Letterdrop,STARTUP,1.0,Y Combinator,https://letterdrop.com
2026-08-12T11:58:35.201093+00:00,40,Taiv,STARTUP,1.0,Y Combinator,https://taiv.tv
2026-08-12T11:58:35.201182+00:00,3,Orbiter,STARTUP,1.0,Y Combinator,http://www.getorbiter.com
2026-08-12T11:58:35.201206+00:00,1,Glisten AI,STARTUP,1.0,Y Combinator,http://glisten.ai
2026-08-12T11:58:35.201222+00:00,3,Ardis AI,STARTUP,1.0,Y Combinator,http://www.ardis.ai
2026-08-12T11:58:35.201273+00:00,25,Perceptive Technologies,STARTUP,1.0,Y Combinator,https://www.perceptive.io
2026-08-12T11:58:35.201302+00:00,20,Handoff,STARTUP,1.0,Y Combinator,https://www.handoff.ai/
2026-08-12T11:58:35.201314+00:00,22,Nextmv,STARTUP,1.0,Y Combinator,https://nextmv.io
2026-08-12T11:58:35.201345+00:00,5,Aden,STARTUP,1.0,Y Combinator,https://adenhq.com/
2026-08-12T11:58:35.201355+00:00,,Terrasoft,STARTUP,1.0,Y Combinator,https://www.ycombinator.com/companies/terrasoft
2026-08-12T11:58:35.201370+00:00,60,Datasaur,STARTUP,1.0,Y Combinator,https://datasaur.ai
2026-08-12T11:58:35.201381+00:00,9,Dashworks,STARTUP,1.0,Y Combinator,http://www.dashworks.ai
2026-08-12T11:58:35.201399+00:00,36,Replicate,STARTUP,1.0,Y Combinator,https://replicate.com
2026-08-12T11:58:35.201432+00:00,6,Basedash,STARTUP,1.0,Y Combinator,https://www.basedash.com
2026-08-12T11:58:35.201484+00:00,4,Clayboard,STARTUP,1.0,Y Combinator,http://clayboard.com
2026-08-12T11:58:35.201687+00:00,4,Visual One,STARTUP,1.0,Y Combinator,https://www.visualone.tech
2026-08-12T11:58:35.201712+00:00,8,Signadot,STARTUP,1.0,Y Combinator,https://www.signadot.com/
2026-08-12T11:58:35.201724+00:00,6,Operator.io,STARTUP,1.0,Y Combinator,http://operator.io
2026-08-12T11:58:35.201827+00:00,1,Scout,STARTUP,1.0,Y Combinator,https://www.scout.ml/
2026-08-12T11:58:35.201879+00:00,20,Medicare Vox (fka Fair Square),STARTUP,1.0,Y Combinator,https://www.medicarevox.com
2026-08-12T11:58:35.201913+00:00,5,Turing Labs Inc.,STARTUP,1.0,Y Combinator,http://www.turingsaas.com
2026-08-12T11:58:35.201997+00:00,45,Ello,STARTUP,1.0,Y Combinator,https://www.ello.com
2026-08-12T11:58:35.202030+00:00,70,QueryPie AI,STARTUP,1.0,Y Combinator,https://www.querypie.com
2026-08-12T11:58:35.202143+00:00,5,Typedream,STARTUP,1.0,Y Combinator,https://typedream.com/
2026-08-12T11:58:35.202189+00:00,30,Kinter,STARTUP,1.0,Y Combinator,https://kinter.ai
2026-08-12T11:58:35.202217+00:00,8,Dropbase,STARTUP,1.0,Y Combinator,https://dropbase.io
2026-08-12T11:58:35.202259+00:00,1,Trident Bioscience,STARTUP,1.0,Y Combinator,https://trident.bio
2026-08-12T11:58:35.202274+00:00,100,Photoroom,STARTUP,1.0,Y Combinator,https://photoroom.com/
2026-08-12T11:58:35.202288+00:00,6,Modernbanc,STARTUP,1.0,Y Combinator,https://modernbanc.com
2026-08-12T11:58:35.202350+00:00,100,AIOS,STARTUP,1.0,Y Combinator,https://www.aiosmedical.com/
2026-08-12T11:58:35.202398+00:00,12,Skypher,STARTUP,1.0,Y Combinator,https://skypher.co
2026-08-12T11:58:35.202421+00:00,50,Recurrency,STARTUP,1.0,Y Combinator,http://www.recurrency.com
2026-08-12T11:58:35.202435+00:00,40,PostEra,STARTUP,1.0,Y Combinator,https://postera.ai/
2026-08-12T11:58:35.202469+00:00,12,DeepSource,STARTUP,1.0,Y Combinator,https://deepsource.com/
2026-08-12T11:58:35.202584+00:00,53,UrbanKisaan,STARTUP,1.0,Y Combinator,https://www.urbankisaan.com
2026-08-12T11:58:35.202609+00:00,30,PillarPlus,STARTUP,1.0,Y Combinator,https://pillarplus.com
2026-08-12T11:58:35.202622+00:00,10,SprintAI,STARTUP,1.0,Y Combinator,https://www.getsprint.ai/
2026-08-12T11:58:35.202750+00:00,7,Zumo Labs,STARTUP,1.0,Y Combinator,https://zumolabs.ai/
2026-08-12T11:58:35.202795+00:00,8,Easyplan,STARTUP,1.0,Y Combinator,https://easyplan.in/
2026-08-12T11:58:35.202808+00:00,7,adyn,STARTUP,1.0,Y Combinator,https://adyn.com
2026-08-12T11:58:35.202851+00:00,4,Overfit,STARTUP,1.0,Y Combinator,https://overfit.com
2026-08-12T11:58:35.202886+00:00,9,Oda,STARTUP,1.0,Y Combinator,https://www.odastudio.ai/?ref=yc
2026-08-12T11:58:35.203047+00:00,65,BeGo,STARTUP,1.0,Y Combinator,http://www.bego.ai
2026-08-12T11:58:35.203134+00:00,12,GuruHotel,STARTUP,1.0,Y Combinator,https://guruhotel.com
2026-08-12T11:58:35.203189+00:00,30,Recall.ai,STARTUP,1.0,Y Combinator,https://www.recall.ai
2026-08-12T11:58:35.203223+00:00,10,Atmo,STARTUP,1.0,Y Combinator,http://atmo.ai
2026-08-12T11:58:35.203274+00:00,20,PowerX,STARTUP,1.0,Y Combinator,http://www.powerx.co
2026-08-12T11:58:35.203314+00:00,90,Airbyte,STARTUP,1.0,Y Combinator,https://airbyte.com/
2026-08-12T11:58:35.203372+00:00,7,Tasker AI,STARTUP,1.0,Y Combinator,http://www.tasker.ai
2026-08-12T11:58:35.203428+00:00,2,Menten AI,STARTUP,1.0,Y Combinator,http://menten.ai
2026-08-12T11:58:35.203443+00:00,7,Legionfarm,STARTUP,1.0,Y Combinator,https://lfcarry.com/
2026-08-12T11:58:35.203526+00:00,15,Algen Biotechnologies,STARTUP,1.0,Y Combinator,https://www.algenbio.com/
2026-08-12T11:58:35.203666+00:00,35,Command AI,STARTUP,1.0,Y Combinator,https://command.ai
2026-08-12T11:58:35.203699+00:00,100,Roboflow,STARTUP,1.0,Y Combinator,https://roboflow.com
2026-08-12T11:58:35.203728+00:00,4,Bandit ML,STARTUP,1.0,Y Combinator,https://www.banditml.com/
2026-08-12T11:58:35.203748+00:00,150,inFeedo AI,STARTUP,1.0,Y Combinator,https://infeedo.ai
2026-08-12T11:58:35.203768+00:00,30,Datafold,STARTUP,1.0,Y Combinator,https://datafold.com
2026-08-12T11:58:35.203800+00:00,27,Blue Onion,STARTUP,1.0,Y Combinator,https://www.blueonion.ai/
2026-08-12T11:58:35.203890+00:00,12,Shuttle,STARTUP,1.0,Y Combinator,https://www.shuttle.dev
2026-08-12T11:58:35.203997+00:00,11,Hypermile,STARTUP,1.0,Y Combinator,https://hypermile.ai
2026-08-12T11:58:35.204094+00:00,25,Explorex,STARTUP,1.0,Y Combinator,https://explorex.co
2026-08-12T11:58:35.204150+00:00,17,Known Medicine,STARTUP,1.0,Y Combinator,http://knownmed.com
2026-08-12T11:58:35.204181+00:00,15,Hypotenuse AI,STARTUP,1.0,Y Combinator,https://hypotenuse.ai/
2026-08-12T11:58:35.204269+00:00,20,Kernal Biologics,STARTUP,1.0,Y Combinator,https://www.kernalbio.com/
2026-08-12T11:58:35.204294+00:00,11,CoreCare,STARTUP,1.0,Y Combinator,https://corecare.ai
2026-08-12T11:58:35.204318+00:00,20,Swif.ai,STARTUP,1.0,Y Combinator,https://www.swif.ai
2026-08-12T11:58:35.204330+00:00,14,Humanloop,STARTUP,1.0,Y Combinator,https://humanloop.com
2026-08-12T11:58:35.204383+00:00,5,Omni,STARTUP,1.0,Y Combinator,https://addomni.com
2026-08-12T11:58:35.204423+00:00,22,Blissway,STARTUP,1.0,Y Combinator,https://www.blissway.com/
2026-08-12T11:58:35.204479+00:00,25,Atomic,STARTUP,1.0,Y Combinator,https://www.atomicvest.com/
2026-08-12T11:58:35.204542+00:00,55,Osmind,STARTUP,1.0,Y Combinator,https://osmind.org/
2026-08-12T11:58:35.204668+00:00,20,Nextera Robotics | DIDGE.ai,STARTUP,1.0,Y Combinator,https://nexterarobotics.com
2026-08-12T11:58:35.204731+00:00,8,Nabla Bio,STARTUP,1.0,Y Combinator,https://www.nabla.bio
2026-08-12T11:58:35.204746+00:00,7,Hyper Online,STARTUP,1.0,Y Combinator,https://www.hyper.online/
2026-08-12T11:58:35.204796+00:00,14,Tydo,STARTUP,1.0,Y Combinator,https://www.tydo.com
2026-08-12T11:58:35.204810+00:00,55,BIK,STARTUP,1.0,Y Combinator,https://bik.ai/
2026-08-12T11:58:35.204861+00:00,12,Aquarium Learning,STARTUP,1.0,Y Combinator,https://www.aquariumlearning.com/
2026-08-12T11:58:35.204887+00:00,10,Mailwarm,STARTUP,1.0,Y Combinator,https://www.mailwarm.com
2026-08-12T11:58:35.204922+00:00,4,Intelligent,STARTUP,1.0,Y Combinator,https://www.intelligent.services/
2026-08-12T11:58:35.204978+00:00,2,Liyfe,STARTUP,1.0,Y Combinator,https://www.ycombinator.com/companies/liyfe
2026-08-12T11:58:35.204993+00:00,5,Nephrogen,STARTUP,1.0,Y Combinator,http://www.nephrogenbiotech.com
2026-08-12T11:58:35.205084+00:00,7,Cohere,STARTUP,1.0,Y Combinator,https://cohere.io
2026-08-12T11:58:35.205107+00:00,4,Dataland,STARTUP,1.0,Y Combinator,https://dataland.io
2026-08-12T11:58:35.205120+00:00,18,Akiflow,STARTUP,1.0,Y Combinator,https://akiflow.com
2026-08-12T11:58:35.205161+00:00,100,HENRY,STARTUP,1.0,Y Combinator,https://www.soyhenry.com/hiring-en
2026-08-12T11:58:35.205226+00:00,150,Taktile,STARTUP,1.0,Y Combinator,http://www.taktile.com
2026-08-12T11:58:35.205241+00:00,3,Mito,STARTUP,1.0,Y Combinator,http://trymito.io
2026-08-12T11:58:35.205255+00:00,50,Draftwise,STARTUP,1.0,Y Combinator,https://www.draftwise.com/
2026-08-12T11:58:35.205283+00:00,11,AI.Fashion,STARTUP,1.0,Y Combinator,https://www.ai.fashion
2026-08-12T11:58:35.205350+00:00,27,Glimpse,STARTUP,1.0,Y Combinator,https://tryglimpse.com/
2026-08-12T11:58:35.205373+00:00,60,"Warmly,",STARTUP,1.0,Y Combinator,https://www.warmly.ai/
2026-08-12T11:58:35.205460+00:00,5,Parade,STARTUP,1.0,Y Combinator,https://www.getparade.com
2026-08-12T11:58:35.205488+00:00,200,Fieldguide,STARTUP,1.0,Y Combinator,http://fieldguide.io
2026-08-12T11:58:35.205501+00:00,60,Heron Data,STARTUP,1.0,Y Combinator,https://www.herondata.io
2026-08-12T11:58:35.205528+00:00,90,Clau,STARTUP,1.0,Y Combinator,https://clau.com
2026-08-12T11:58:35.205540+00:00,40,Quell,STARTUP,1.0,Y Combinator,https://playquell.com
2026-08-12T11:58:35.205581+00:00,7,Payflow,STARTUP,1.0,Y Combinator,https://www.payflow.ai
2026-08-12T11:58:35.205609+00:00,8,Brevy,STARTUP,1.0,Y Combinator,https://brevy.com/
2026-08-12T11:58:35.205617+00:00,7,Degrees of Freedom,STARTUP,1.0,Y Combinator,https://www.DegreesOfFreedom.org
2026-08-12T11:58:35.205702+00:00,30,cloud humans,STARTUP,1.0,Y Combinator,https://www.cloudhumans.com
2026-08-12T11:58:35.205738+00:00,60,Atomic Industries,STARTUP,1.0,Y Combinator,http://atomic.industries
2026-08-12T11:58:35.205761+00:00,31,authzed,STARTUP,1.0,Y Combinator,https://authzed.com
2026-08-12T11:58:35.205773+00:00,48,Humaans,STARTUP,1.0,Y Combinator,https://humaans.io
2026-08-12T11:58:35.205798+00:00,30,DreamWorld,STARTUP,1.0,Y Combinator,https://www.playdreamworld.com/
2026-08-12T11:58:35.205832+00:00,30,RocketSDR,STARTUP,1.0,Y Combinator,https://rocketsdr.ai
2026-08-12T11:58:35.205879+00:00,4,Quadrant Eye,STARTUP,1.0,Y Combinator,https://quadranteye.com
2026-08-12T11:58:35.205916+00:00,5,SBX Robotics,STARTUP,1.0,Y Combinator,https://www.sbxrobotics.com/
2026-08-12T11:58:35.205984+00:00,15,arnata,STARTUP,1.0,Y Combinator,https://arnata.com
2026-08-12T11:58:35.206020+00:00,116,Pibit.ai,STARTUP,1.0,Y Combinator,https://pibit.ai
2026-08-12T11:58:35.206035+00:00,3,Vogent,STARTUP,1.0,Y Combinator,https://vogent.ai
2026-08-12T11:58:35.206064+00:00,29,Moichor,STARTUP,1.0,Y Combinator,https://moichor.com/
2026-08-12T11:58:35.206157+00:00,56,Flux Auto,STARTUP,1.0,Y Combinator,https://fluxauto.ai
2026-08-12T11:58:35.206198+00:00,8,Fountain9,STARTUP,1.0,Y Combinator,https://www.fountain9.com
2026-08-12T11:58:35.206216+00:00,4,Avocado,STARTUP,1.0,Y Combinator,https://avocadopos.com
2026-08-12T11:58:35.206252+00:00,10,Pragmatic Leaders (Ankai Inc),STARTUP,1.0,Y Combinator,"https://pragmaticleaders.io, https://ostronaut.com"
2026-08-12T11:58:35.206287+00:00,8,Segments.ai,STARTUP,1.0,Y Combinator,https://segments.ai
2026-08-12T11:58:35.206298+00:00,150,Encord,STARTUP,1.0,Y Combinator,https://encord.com
2026-08-12T11:58:35.206327+00:00,5,ClipDrop,STARTUP,1.0,Y Combinator,https://clipdrop.co
2026-08-12T11:58:35.206383+00:00,15,Sivo,STARTUP,1.0,Y Combinator,https://sivo.com
2026-08-12T11:58:35.206405+00:00,5,HyperGlue,STARTUP,1.0,Y Combinator,https://www.hyperglue.com
2026-08-12T11:58:35.206436+00:00,197,Cyble,STARTUP,1.0,Y Combinator,https://cyble.com/
2026-08-12T11:58:35.206488+00:00,1,Supadock,STARTUP,1.0,Y Combinator,https://getsupadock.com
2026-08-12T11:58:35.206505+00:00,10,Expent Inc,STARTUP,1.0,Y Combinator,https://www.expent.ai/
2026-08-12T11:58:35.206533+00:00,30,Version Story Compare,STARTUP,1.0,Y Combinator,https://versionstory.com/
2026-08-12T11:58:35.206563+00:00,25,Per Diem,STARTUP,1.0,Y Combinator,https://tryperdiem.com
2026-08-12T11:58:35.206581+00:00,12,Promoted.ai,STARTUP,1.0,Y Combinator,http://www.promoted.ai
2026-08-12T11:58:35.206614+00:00,9,Emerge Tools,STARTUP,1.0,Y Combinator,https://www.emergetools.com/
2026-08-12T11:58:35.206622+00:00,2,Parsagon,STARTUP,1.0,Y Combinator,https://parsagon.io
2026-08-12T11:58:35.206637+00:00,12,Alinea,STARTUP,1.0,Y Combinator,https://alinea-invest.com/
2026-08-12T11:58:35.206642+00:00,50,Vapi,STARTUP,1.0,Y Combinator,https://vapi.ai
2026-08-12T11:58:35.206691+00:00,8,Quadrant Health,STARTUP,1.0,Y Combinator,https://quadrant.health
2026-08-12T11:58:35.206722+00:00,60,Mindee,STARTUP,1.0,Y Combinator,https://mindee.com
2026-08-12T11:58:35.206791+00:00,60,Popl,STARTUP,1.0,Y Combinator,https://popl.co/
2026-08-12T11:58:35.206802+00:00,95,Fathom,STARTUP,1.0,Y Combinator,https://www.fathom.ai
2026-08-12T11:58:35.206810+00:00,4,Outpaint.com,STARTUP,1.0,Y Combinator,https://outpaint.com/
2026-08-12T11:58:35.206828+00:00,4,FirstSupport.ai,STARTUP,1.0,Y Combinator,https://firstsupport.ai
2026-08-12T11:58:35.206839+00:00,80,Rinsed,STARTUP,1.0,Y Combinator,https://www.rinsed.com
2026-08-12T11:58:35.206881+00:00,45,Verak,STARTUP,1.0,Y Combinator,http://verak.in
2026-08-12T11:58:35.206902+00:00,51,LiveFlow,STARTUP,1.0,Y Combinator,https://www.liveflow.com
2026-08-12T11:58:35.206933+00:00,15,Invoid,STARTUP,1.0,Y Combinator,https://www.invoid.co/
2026-08-12T11:58:35.206947+00:00,22,Datrics,STARTUP,1.0,Y Combinator,https://datrics.ai
2026-08-12T11:58:35.207030+00:00,24,OpenCode,STARTUP,1.0,Y Combinator,https://opencode.ai
2026-08-12T11:58:35.207057+00:00,28,Topline Pro,STARTUP,1.0,Y Combinator,https://www.toplinepro.com
2026-08-12T11:58:35.207098+00:00,100,Codingal,STARTUP,1.0,Y Combinator,https://www.codingal.com/?utm_source=yc
2026-08-12T11:58:35.207108+00:00,3,Nimbus,STARTUP,1.0,Y Combinator,https://nimbus.dev
2026-08-12T11:58:35.207122+00:00,530,Tractian,STARTUP,1.0,Y Combinator,https://tractian.com
2026-08-12T11:58:35.207137+00:00,14,Enable Us,STARTUP,1.0,Y Combinator,https://www.enableus.com
2026-08-12T11:58:35.207171+00:00,2,Milk Video,STARTUP,1.0,Y Combinator,https://milkvideo.com
2026-08-12T11:58:35.207199+00:00,5,Simplify,STARTUP,1.0,Y Combinator,https://simplify.jobs/
2026-08-12T11:58:35.207212+00:00,16,InpharmD,STARTUP,1.0,Y Combinator,https://www.inpharmd.com
2026-08-12T11:58:35.207229+00:00,40,Tint,STARTUP,1.0,Y Combinator,http://www.tint.ai
2026-08-12T11:58:35.207242+00:00,8,unSurvey,STARTUP,1.0,Y Combinator,http://www.unsurvey.ai
2026-08-12T11:58:35.207251+00:00,18,ZOKO,STARTUP,1.0,Y Combinator,https://www.zoko.io/
2026-08-12T11:58:35.207259+00:00,11,TaoFi,STARTUP,1.0,Y Combinator,https://taofi.com
2026-08-12T11:58:35.207286+00:00,17,Reclaim Protocol,STARTUP,1.0,Y Combinator,https://reclaimprotocol.org
2026-08-12T11:58:35.207315+00:00,8,BotBuilt,STARTUP,1.0,Y Combinator,https://www.botbuilt.com
2026-08-12T11:58:35.207399+00:00,8,Biodock,STARTUP,1.0,Y Combinator,https://www.biodock.ai
2026-08-12T11:58:35.207407+00:00,5,Venu AI,STARTUP,1.0,Y Combinator,https://www.venu3d.com
2026-08-12T11:58:35.207421+00:00,7,Compose.ai,STARTUP,1.0,Y Combinator,https://compose.ai
2026-08-12T11:58:35.207436+00:00,15,Lamar Health,STARTUP,1.0,Y Combinator,http://www.lamarhealth.com
2026-08-12T11:58:35.207479+00:00,45,HomeBreeze,STARTUP,1.0,Y Combinator,https://www.homebreeze.ai/
2026-08-12T11:58:35.207563+00:00,3,Codeball,STARTUP,1.0,Y Combinator,https://codeball.ai
2026-08-12T11:58:35.207586+00:00,12,Chatwoot,STARTUP,1.0,Y Combinator,https://www.chatwoot.com
2026-08-12T11:58:35.207637+00:00,18,Dataherald,STARTUP,1.0,Y Combinator,http://dataherald.com/
2026-08-12T11:58:35.207705+00:00,8,Rejoy Health,STARTUP,1.0,Y Combinator,https://www.rejoyhealth.com/
2026-08-12T11:58:35.207715+00:00,10,inBalance,STARTUP,1.0,Y Combinator,https://inbalanceresearch.com
2026-08-12T11:58:35.207751+00:00,60,Treinta,STARTUP,1.0,Y Combinator,https://www.treinta.co
2026-08-12T11:58:35.207764+00:00,25,Spline,STARTUP,1.0,Y Combinator,http://spline.design/
2026-08-12T11:58:35.207794+00:00,25,BusinessOnBot,STARTUP,1.0,Y Combinator,https://www.businessonbot.com/
2026-08-12T11:58:35.207806+00:00,150,Gigs,STARTUP,1.0,Y Combinator,https://gigs.com
2026-08-12T11:58:35.207880+00:00,4,Friz,STARTUP,1.0,Y Combinator,https://www.usefriz.com
2026-08-12T11:58:35.207936+00:00,11,Mystic,STARTUP,1.0,Y Combinator,https://www.mystic.ai/
2026-08-12T11:58:35.207972+00:00,150,Estoca,STARTUP,1.0,Y Combinator,https://www.estoca.com.br/
2026-08-12T11:58:35.208026+00:00,200,MarqVision,STARTUP,1.0,Y Combinator,https://www.marqvision.com/
2026-08-12T11:58:35.208064+00:00,8,Routine,STARTUP,1.0,Y Combinator,http://routine.co
2026-08-12T11:58:35.208090+00:00,95,Moonvalley,STARTUP,1.0,Y Combinator,https://www.moonvalley.com
2026-08-12T11:58:35.208140+00:00,10,MindPortal,STARTUP,1.0,Y Combinator,https://www.mindportal.com
2026-08-12T11:58:35.208159+00:00,13,Waydev,STARTUP,1.0,Y Combinator,https://waydev.co/
2026-08-12T11:58:35.208183+00:00,50,Triomics,STARTUP,1.0,Y Combinator,https://triomics.com/
2026-08-12T11:58:35.208210+00:00,2,Clear,STARTUP,1.0,Y Combinator,https://getclearapp.com/
2026-08-12T11:58:35.208270+00:00,10,PipeBio,STARTUP,1.0,Y Combinator,https://pipebio.com
2026-08-12T11:58:35.208297+00:00,4,AXAR AI,STARTUP,1.0,Y Combinator,https://www.ycombinator.com/companies/axar-ai
2026-08-12T11:58:35.208329+00:00,,Ollama,STARTUP,1.0,Y Combinator,https://ollama.com
2026-08-12T11:58:35.208350+00:00,3,Humance,STARTUP,1.0,Y Combinator,https://www.humance.tech/
2026-08-12T11:58:35.208360+00:00,10,Journey,STARTUP,1.0,Y Combinator,http://journey.io
2026-08-12T11:58:35.208440+00:00,19,Openlayer,STARTUP,1.0,Y Combinator,https://openlayer.com
2026-08-12T11:58:35.208460+00:00,16,Slope,STARTUP,1.0,Y Combinator,http://www.slopepay.com
2026-08-12T11:58:35.208574+00:00,11,Legion Health,STARTUP,1.0,Y Combinator,https://legionhealth.com
